Date,asset,sell_ratio_ann,outlier_flag_ann
2025-06-17,KaKao,0.44,1
2025-06-18,KaKao,0.44,1
2025-06-19,KaKao,0.44,1
2025-06-20,KaKao,0.44,1
2025-06-23,KaKao,0.44,1
2025-06-24,KaKao,0.44,1
2025-06-25,KaKao,0.44,1
2025-06-26,KaKao,0.44,1
2025-06-27,KaKao,0.44,1
2025-06-30,KaKao,0.44,1
2025-07-01,KaKao,0.44,1
2025-07-02,KaKao,0.44,1
2025-07-03,KaKao,0.44,1
2025-07-04,KaKao,0.44,1
2025-07-07,KaKao,0.44,1
2025-07-08,KaKao,0.44,1
2025-07-09,KaKao,0.44,1
2025-07-10,KaKao,0.44,1
2025-07-11,KaKao,0.44,1
2025-07-14,KaKao,0.44,1
2025-07-15,KaKao,0.44,1
2025-07-16,KaKao,0.44,1
2025-07-17,KaKao,0.44,1
2025-07-18,KaKao,0.44,1
2025-07-21,KaKao,0.44,1
2025-07-22,KaKao,0.44,1
2025-07-23,KaKao,0.44,1
2025-07-24,KaKao,0.44,1
2025-07-25,KaKao,0.44,1
2025-07-28,KaKao,0.44,1
2025-07-29,KaKao,0.44,1
2025-07-30,KaKao,0.44,1
2025-07-31,KaKao,0.44,1
2025-08-01,KaKao,0.44,1
2025-08-04,KaKao,0.44,1
2025-08-05,KaKao,0.44,1
2025-08-06,KaKao,0.44,1
2025-08-07,KaKao,0.44,1
2025-08-08,KaKao,0.44,1
2025-08-11,KaKao,0.44,1
2025-08-12,KaKao,0.44,1
2025-08-13,KaKao,0.44,1
2025-08-14,KaKao,0.44,1
2025-08-18,KaKao,0.44,1
2025-08-19,KaKao,0.44,1
2025-08-20,KaKao,0.44,1
2025-08-21,KaKao,0.44,1
2025-06-04,KaKao,0.4230769230769231,1
2025-06-05,KaKao,0.4230769230769231,1
2025-06-09,KaKao,0.4230769230769231,1
2025-06-10,KaKao,0.4230769230769231,1
2025-06-11,KaKao,0.4230769230769231,1
2025-06-12,KaKao,0.4230769230769231,1
2025-06-13,KaKao,0.4230769230769231,1
2025-06-16,KaKao,0.4230769230769231,1
2025-06-17,KaKao,0.4230769230769231,1
2025-06-18,KaKao,0.4230769230769231,1
2025-06-19,KaKao,0.4230769230769231,1
2025-06-20,KaKao,0.4230769230769231,1
2025-06-23,KaKao,0.4230769230769231,1
2025-06-24,KaKao,0.4230769230769231,1
2025-06-25,KaKao,0.4230769230769231,1
2025-06-26,KaKao,0.4230769230769231,1
2025-06-27,KaKao,0.4230769230769231,1
2025-06-30,KaKao,0.4230769230769231,1
2025-07-01,KaKao,0.4230769230769231,1
2025-07-02,KaKao,0.4230769230769231,1
2025-07-03,KaKao,0.4230769230769231,1
2025-07-04,KaKao,0.4230769230769231,1
2025-07-07,KaKao,0.4230769230769231,1
2025-07-08,KaKao,0.4230769230769231,1
2025-07-09,KaKao,0.4230769230769231,1
2025-07-10,KaKao,0.4230769230769231,1
2025-07-11,KaKao,0.4230769230769231,1
2025-07-14,KaKao,0.4230769230769231,1
2025-07-15,KaKao,0.4230769230769231,1
2025-07-16,KaKao,0.4230769230769231,1
2025-07-17,KaKao,0.4230769230769231,1
2025-07-18,KaKao,0.4230769230769231,1
2025-07-21,KaKao,0.4230769230769231,1
2025-07-22,KaKao,0.4230769230769231,1
2025-07-23,KaKao,0.4230769230769231,1
2025-07-24,KaKao,0.4230769230769231,1
2025-07-25,KaKao,0.4230769230769231,1
2025-07-28,KaKao,0.4230769230769231,1
2025-07-29,KaKao,0.4230769230769231,1
2025-07-30,KaKao,0.4230769230769231,1
2025-07-31,KaKao,0.4230769230769231,1
2025-08-01,KaKao,0.4230769230769231,1
2025-08-04,KaKao,0.4230769230769231,1
2025-08-05,KaKao,0.4230769230769231,1
2025-08-06,KaKao,0.4230769230769231,1
2025-08-07,KaKao,0.4230769230769231,1
2025-08-08,KaKao,0.4230769230769231,1
2025-08-11,KaKao,0.4230769230769231,1
2025-08-12,KaKao,0.4230769230769231,1
2025-08-13,KaKao,0.4230769230769231,1
2025-08-14,KaKao,0.4230769230769231,1
2025-08-18,KaKao,0.4230769230769231,1
2025-08-19,KaKao,0.4230769230769231,1
2025-08-20,KaKao,0.4230769230769231,1
2025-08-21,KaKao,0.4230769230769231,1
2025-06-04,KaKao,0.4074074074074074,1
2025-06-05,KaKao,0.4074074074074074,1
2025-06-09,KaKao,0.4074074074074074,1
2025-06-10,KaKao,0.4074074074074074,1
2025-06-11,KaKao,0.4074074074074074,1
2025-06-12,KaKao,0.4074074074074074,1
2025-06-13,KaKao,0.4074074074074074,1
2025-06-16,KaKao,0.4074074074074074,1
2025-06-17,KaKao,0.4074074074074074,1
2025-06-18,KaKao,0.4074074074074074,1
2025-06-19,KaKao,0.4074074074074074,1
2025-06-20,KaKao,0.4074074074074074,1
2025-06-23,KaKao,0.4074074074074074,1
2025-06-24,KaKao,0.4074074074074074,1
2025-06-25,KaKao,0.4074074074074074,1
2025-06-26,KaKao,0.4074074074074074,1
2025-06-27,KaKao,0.4074074074074074,1
2025-06-30,KaKao,0.4074074074074074,1
2025-07-01,KaKao,0.4074074074074074,1
2025-07-02,KaKao,0.4074074074074074,1
2025-07-03,KaKao,0.4074074074074074,1
2025-07-04,KaKao,0.4074074074074074,1
2025-07-07,KaKao,0.4074074074074074,1
2025-07-08,KaKao,0.4074074074074074,1
2025-07-09,KaKao,0.4074074074074074,1
2025-07-10,KaKao,0.4074074074074074,1
2025-07-11,KaKao,0.4074074074074074,1
2025-07-14,KaKao,0.4074074074074074,1
2025-07-15,KaKao,0.4074074074074074,1
2025-07-16,KaKao,0.4074074074074074,1
2025-07-17,KaKao,0.4074074074074074,1
2025-07-18,KaKao,0.4074074074074074,1
2025-07-21,KaKao,0.4074074074074074,1
2025-07-22,KaKao,0.4074074074074074,1
2025-07-23,KaKao,0.4074074074074074,1
2025-07-24,KaKao,0.4074074074074074,1
2025-07-25,KaKao,0.4074074074074074,1
2025-07-28,KaKao,0.4074074074074074,1
2025-07-29,KaKao,0.4074074074074074,1
2025-07-30,KaKao,0.4074074074074074,1
2025-07-31,KaKao,0.4074074074074074,1
2025-08-01,KaKao,0.4074074074074074,1
2025-08-04,KaKao,0.4074074074074074,1
2025-08-05,KaKao,0.4074074074074074,1
2025-08-06,KaKao,0.4074074074074074,1
2025-08-07,KaKao,0.4074074074074074,1
2025-08-08,KaKao,0.4074074074074074,1
2025-08-11,KaKao,0.4074074074074074,1
2025-08-12,KaKao,0.4074074074074074,1
2025-08-13,KaKao,0.4074074074074074,1
2025-08-14,KaKao,0.4074074074074074,1
2025-08-18,KaKao,0.4074074074074074,1
2025-08-19,KaKao,0.4074074074074074,1
2025-08-20,KaKao,0.4074074074074074,1
2025-08-21,KaKao,0.4074074074074074,1
2025-06-04,KaKao,0.39285714285714285,1
2025-06-05,KaKao,0.39285714285714285,1
2025-06-09,KaKao,0.39285714285714285,1
2025-06-10,KaKao,0.39285714285714285,1
2025-06-11,KaKao,0.39285714285714285,1
2025-06-12,KaKao,0.39285714285714285,1
2025-06-13,KaKao,0.39285714285714285,1
2025-06-16,KaKao,0.39285714285714285,1
2025-06-17,KaKao,0.39285714285714285,1
2025-06-18,KaKao,0.39285714285714285,1
2025-06-19,KaKao,0.39285714285714285,1
2025-06-20,KaKao,0.39285714285714285,1
2025-06-23,KaKao,0.39285714285714285,1
2025-06-24,KaKao,0.39285714285714285,1
2025-06-25,KaKao,0.39285714285714285,1
2025-06-26,KaKao,0.39285714285714285,1
2025-06-27,KaKao,0.39285714285714285,1
2025-06-30,KaKao,0.39285714285714285,1
2025-07-01,KaKao,0.39285714285714285,1
2025-07-02,KaKao,0.39285714285714285,1
2025-07-03,KaKao,0.39285714285714285,1
2025-07-04,KaKao,0.39285714285714285,1
2025-07-07,KaKao,0.39285714285714285,1
2025-07-08,KaKao,0.39285714285714285,1
2025-07-09,KaKao,0.39285714285714285,1
2025-07-10,KaKao,0.39285714285714285,1
2025-07-11,KaKao,0.39285714285714285,1
2025-07-14,KaKao,0.39285714285714285,1
2025-07-15,KaKao,0.39285714285714285,1
2025-07-16,KaKao,0.39285714285714285,1
2025-07-17,KaKao,0.39285714285714285,1
2025-07-18,KaKao,0.39285714285714285,1
2025-07-21,KaKao,0.39285714285714285,1
2025-07-22,KaKao,0.39285714285714285,1
2025-07-23,KaKao,0.39285714285714285,1
2025-07-24,KaKao,0.39285714285714285,1
2025-07-25,KaKao,0.39285714285714285,1
2025-07-28,KaKao,0.39285714285714285,1
2025-07-29,KaKao,0.39285714285714285,1
2025-07-30,KaKao,0.39285714285714285,1
2025-07-31,KaKao,0.39285714285714285,1
2025-08-01,KaKao,0.39285714285714285,1
2025-08-04,KaKao,0.39285714285714285,1
2025-08-05,KaKao,0.39285714285714285,1
2025-08-06,KaKao,0.39285714285714285,1
2025-08-07,KaKao,0.39285714285714285,1
2025-08-08,KaKao,0.39285714285714285,1
2025-08-11,KaKao,0.39285714285714285,1
2025-08-12,KaKao,0.39285714285714285,1
2025-08-13,KaKao,0.39285714285714285,1
2025-08-14,KaKao,0.39285714285714285,1
2025-08-18,KaKao,0.39285714285714285,1
2025-08-19,KaKao,0.39285714285714285,1
2025-08-20,KaKao,0.39285714285714285,1
2025-08-21,KaKao,0.39285714285714285,1
2025-06-04,KaKao,0.3793103448275862,1
2025-06-05,KaKao,0.3793103448275862,1
2025-06-09,KaKao,0.3793103448275862,1
2025-06-10,KaKao,0.3793103448275862,1
2025-06-11,KaKao,0.3793103448275862,1
2025-06-12,KaKao,0.3793103448275862,1
2025-06-13,KaKao,0.3793103448275862,1
2025-06-16,KaKao,0.3793103448275862,1
2025-06-17,KaKao,0.3793103448275862,1
2025-06-18,KaKao,0.3793103448275862,1
2025-06-19,KaKao,0.3793103448275862,1
2025-06-20,KaKao,0.3793103448275862,1
2025-06-23,KaKao,0.3793103448275862,1
2025-06-24,KaKao,0.3793103448275862,1
2025-06-25,KaKao,0.3793103448275862,1
2025-06-26,KaKao,0.3793103448275862,1
2025-06-27,KaKao,0.3793103448275862,1
2025-06-30,KaKao,0.3793103448275862,1
2025-07-01,KaKao,0.3793103448275862,1
2025-07-02,KaKao,0.3793103448275862,1
2025-07-03,KaKao,0.3793103448275862,1
2025-07-04,KaKao,0.3793103448275862,1
2025-07-07,KaKao,0.3793103448275862,1
2025-07-08,KaKao,0.3793103448275862,1
2025-07-09,KaKao,0.3793103448275862,1
2025-07-10,KaKao,0.3793103448275862,1
2025-07-11,KaKao,0.3793103448275862,1
2025-07-14,KaKao,0.3793103448275862,1
2025-07-15,KaKao,0.3793103448275862,1
2025-07-16,KaKao,0.3793103448275862,1
2025-07-17,KaKao,0.3793103448275862,1
2025-07-18,KaKao,0.3793103448275862,1
2025-07-21,KaKao,0.3793103448275862,1
2025-07-22,KaKao,0.3793103448275862,1
2025-07-23,KaKao,0.3793103448275862,1
2025-07-24,KaKao,0.3793103448275862,1
2025-07-25,KaKao,0.3793103448275862,1
2025-07-28,KaKao,0.3793103448275862,1
2025-07-29,KaKao,0.3793103448275862,1
2025-07-30,KaKao,0.3793103448275862,1
2025-07-31,KaKao,0.3793103448275862,1
2025-08-01,KaKao,0.3793103448275862,1
2025-08-04,KaKao,0.3793103448275862,1
2025-08-05,KaKao,0.3793103448275862,1
2025-08-06,KaKao,0.3793103448275862,1
2025-08-07,KaKao,0.3793103448275862,1
2025-08-08,KaKao,0.3793103448275862,1
2025-08-11,KaKao,0.3793103448275862,1
2025-08-12,KaKao,0.3793103448275862,1
2025-08-13,KaKao,0.3793103448275862,1
2025-08-14,KaKao,0.3793103448275862,1
2025-08-18,KaKao,0.3793103448275862,1
2025-08-19,KaKao,0.3793103448275862,1
2025-08-20,KaKao,0.3793103448275862,1
2025-08-21,KaKao,0.3793103448275862,1
2025-06-04,KaKao,0.36666666666666664,1
2025-06-05,KaKao,0.36666666666666664,1
2025-06-09,KaKao,0.36666666666666664,1
2025-06-10,KaKao,0.36666666666666664,1
2025-06-11,KaKao,0.36666666666666664,1
2025-06-12,KaKao,0.36666666666666664,1
2025-06-13,KaKao,0.36666666666666664,1
2025-06-16,KaKao,0.36666666666666664,1
2025-06-17,KaKao,0.36666666666666664,1
2025-06-18,KaKao,0.36666666666666664,1
2025-06-19,KaKao,0.36666666666666664,1
2025-06-20,KaKao,0.36666666666666664,1
2025-06-23,KaKao,0.36666666666666664,1
2025-06-24,KaKao,0.36666666666666664,1
2025-06-25,KaKao,0.36666666666666664,1
2025-06-26,KaKao,0.36666666666666664,1
2025-06-27,KaKao,0.36666666666666664,1
2025-06-30,KaKao,0.36666666666666664,1
2025-07-01,KaKao,0.36666666666666664,1
2025-07-02,KaKao,0.36666666666666664,1
2025-07-03,KaKao,0.36666666666666664,1
2025-07-04,KaKao,0.36666666666666664,1
2025-07-07,KaKao,0.36666666666666664,1
2025-07-08,KaKao,0.36666666666666664,1
2025-07-09,KaKao,0.36666666666666664,1
2025-07-10,KaKao,0.36666666666666664,1
2025-07-11,KaKao,0.36666666666666664,1
2025-07-14,KaKao,0.36666666666666664,1
2025-07-15,KaKao,0.36666666666666664,1
2025-07-16,KaKao,0.36666666666666664,1
2025-07-17,KaKao,0.36666666666666664,1
2025-07-18,KaKao,0.36666666666666664,1
2025-07-21,KaKao,0.36666666666666664,1
2025-07-22,KaKao,0.36666666666666664,1
2025-07-23,KaKao,0.36666666666666664,1
2025-07-24,KaKao,0.36666666666666664,1
2025-07-25,KaKao,0.36666666666666664,1
2025-07-28,KaKao,0.36666666666666664,1
2025-07-29,KaKao,0.36666666666666664,1
2025-07-30,KaKao,0.36666666666666664,1
2025-07-31,KaKao,0.36666666666666664,1
2025-08-01,KaKao,0.36666666666666664,1
2025-08-04,KaKao,0.36666666666666664,1
2025-08-05,KaKao,0.36666666666666664,1
2025-08-06,KaKao,0.36666666666666664,1
2025-08-07,KaKao,0.36666666666666664,1
2025-08-08,KaKao,0.36666666666666664,1
2025-08-11,KaKao,0.36666666666666664,1
2025-08-12,KaKao,0.36666666666666664,1
2025-08-13,KaKao,0.36666666666666664,1
2025-08-14,KaKao,0.36666666666666664,1
2025-08-18,KaKao,0.36666666666666664,1
2025-08-19,KaKao,0.36666666666666664,1
2025-08-20,KaKao,0.36666666666666664,1
2025-08-21,KaKao,0.36666666666666664,1
2025-06-04,KaKao,0.3548387096774194,1
2025-06-05,KaKao,0.3548387096774194,1
2025-06-09,KaKao,0.3548387096774194,1
2025-06-10,KaKao,0.3548387096774194,1
2025-06-11,KaKao,0.3548387096774194,1
2025-06-12,KaKao,0.3548387096774194,1
2025-06-13,KaKao,0.3548387096774194,1
2025-06-16,KaKao,0.3548387096774194,1
2025-06-17,KaKao,0.3548387096774194,1
2025-06-18,KaKao,0.3548387096774194,1
2025-06-19,KaKao,0.3548387096774194,1
2025-06-20,KaKao,0.3548387096774194,1
2025-06-23,KaKao,0.3548387096774194,1
2025-06-24,KaKao,0.3548387096774194,1
2025-06-25,KaKao,0.3548387096774194,1
2025-06-26,KaKao,0.3548387096774194,1
2025-06-27,KaKao,0.3548387096774194,1
2025-06-30,KaKao,0.3548387096774194,1
2025-07-01,KaKao,0.3548387096774194,1
2025-07-02,KaKao,0.3548387096774194,1
2025-07-03,KaKao,0.3548387096774194,1
2025-07-04,KaKao,0.3548387096774194,1
2025-07-07,KaKao,0.3548387096774194,1
2025-07-08,KaKao,0.3548387096774194,1
2025-07-09,KaKao,0.3548387096774194,1
2025-07-10,KaKao,0.3548387096774194,1
2025-07-11,KaKao,0.3548387096774194,1
2025-07-14,KaKao,0.3548387096774194,1
2025-07-15,KaKao,0.3548387096774194,1
2025-07-16,KaKao,0.3548387096774194,1
2025-07-17,KaKao,0.3548387096774194,1
2025-07-18,KaKao,0.3548387096774194,1
2025-07-21,KaKao,0.3548387096774194,1
2025-07-22,KaKao,0.3548387096774194,1
2025-07-23,KaKao,0.3548387096774194,1
2025-07-24,KaKao,0.3548387096774194,1
2025-07-25,KaKao,0.3548387096774194,1
2025-07-28,KaKao,0.3548387096774194,1
2025-07-29,KaKao,0.3548387096774194,1
2025-07-30,KaKao,0.3548387096774194,1
2025-07-31,KaKao,0.3548387096774194,1
2025-08-01,KaKao,0.3548387096774194,1
2025-08-04,KaKao,0.3548387096774194,1
2025-08-05,KaKao,0.3548387096774194,1
2025-08-06,KaKao,0.3548387096774194,1
2025-08-07,KaKao,0.3548387096774194,1
2025-08-08,KaKao,0.3548387096774194,1
2025-08-11,KaKao,0.3548387096774194,1
2025-08-12,KaKao,0.3548387096774194,1
2025-08-13,KaKao,0.3548387096774194,1
2025-08-14,KaKao,0.3548387096774194,1
2025-08-18,KaKao,0.3548387096774194,1
2025-08-19,KaKao,0.3548387096774194,1
2025-08-20,KaKao,0.3548387096774194,1
2025-08-21,KaKao,0.3548387096774194,1
2025-06-04,KaKao,0.34375,1
2025-06-05,KaKao,0.34375,1
2025-06-09,KaKao,0.34375,1
2025-06-10,KaKao,0.34375,1
2025-06-11,KaKao,0.34375,1
2025-06-12,KaKao,0.34375,1
2025-06-13,KaKao,0.34375,1
2025-06-16,KaKao,0.34375,1
2025-06-17,KaKao,0.34375,1
2025-06-18,KaKao,0.34375,1
2025-06-19,KaKao,0.34375,1
2025-06-20,KaKao,0.34375,1
2025-06-23,KaKao,0.34375,1
2025-06-24,KaKao,0.34375,1
2025-06-25,KaKao,0.34375,1
2025-06-26,KaKao,0.34375,1
2025-06-27,KaKao,0.34375,1
2025-06-30,KaKao,0.34375,1
2025-07-01,KaKao,0.34375,1
2025-07-02,KaKao,0.34375,1
2025-07-03,KaKao,0.34375,1
2025-07-04,KaKao,0.34375,1
2025-07-07,KaKao,0.34375,1
2025-07-08,KaKao,0.34375,1
2025-07-09,KaKao,0.34375,1
2025-07-10,KaKao,0.34375,1
2025-07-11,KaKao,0.34375,1
2025-07-14,KaKao,0.34375,1
2025-07-15,KaKao,0.34375,1
2025-07-16,KaKao,0.34375,1
2025-07-17,KaKao,0.34375,1
2025-07-18,KaKao,0.34375,1
2025-07-21,KaKao,0.34375,1
2025-07-22,KaKao,0.34375,1
2025-07-23,KaKao,0.34375,1
2025-07-24,KaKao,0.34375,1
2025-07-25,KaKao,0.34375,1
2025-07-28,KaKao,0.34375,1
2025-07-29,KaKao,0.34375,1
2025-07-30,KaKao,0.34375,1
2025-07-31,KaKao,0.34375,1
2025-08-01,KaKao,0.34375,1
2025-08-04,KaKao,0.34375,1
2025-08-05,KaKao,0.34375,1
2025-08-06,KaKao,0.34375,1
2025-08-07,KaKao,0.34375,1
2025-08-08,KaKao,0.34375,1
2025-08-11,KaKao,0.34375,1
2025-08-12,KaKao,0.34375,1
2025-08-13,KaKao,0.34375,1
2025-08-14,KaKao,0.34375,1
2025-08-18,KaKao,0.34375,1
2025-08-19,KaKao,0.34375,1
2025-08-20,KaKao,0.34375,1
2025-08-21,KaKao,0.34375,1
2025-06-04,KaKao,0.3333333333333333,1
2025-06-05,KaKao,0.3333333333333333,1
2025-06-09,KaKao,0.3333333333333333,1
2025-06-10,KaKao,0.3333333333333333,1
2025-06-11,KaKao,0.3333333333333333,1
2025-06-12,KaKao,0.3333333333333333,1
2025-06-13,KaKao,0.3333333333333333,1
2025-06-16,KaKao,0.3333333333333333,1
2025-06-17,KaKao,0.3333333333333333,1
2025-06-18,KaKao,0.3333333333333333,1
2025-06-19,KaKao,0.3333333333333333,1
2025-06-20,KaKao,0.3333333333333333,1
2025-06-23,KaKao,0.3333333333333333,1
2025-06-24,KaKao,0.3333333333333333,1
2025-06-25,KaKao,0.3333333333333333,1
2025-06-26,KaKao,0.3333333333333333,1
2025-06-27,KaKao,0.3333333333333333,1
2025-06-30,KaKao,0.3333333333333333,1
2025-07-01,KaKao,0.3333333333333333,1
2025-07-02,KaKao,0.3333333333333333,1
2025-07-03,KaKao,0.3333333333333333,1
2025-07-04,KaKao,0.3333333333333333,1
2025-07-07,KaKao,0.3333333333333333,1
2025-07-08,KaKao,0.3333333333333333,1
2025-07-09,KaKao,0.3333333333333333,1
2025-07-10,KaKao,0.3333333333333333,1
2025-07-11,KaKao,0.3333333333333333,1
2025-07-14,KaKao,0.3333333333333333,1
2025-07-15,KaKao,0.3333333333333333,1
2025-07-16,KaKao,0.3333333333333333,1
2025-07-17,KaKao,0.3333333333333333,1
2025-07-18,KaKao,0.3333333333333333,1
2025-07-21,KaKao,0.3333333333333333,1
2025-07-22,KaKao,0.3333333333333333,1
2025-07-23,KaKao,0.3333333333333333,1
2025-07-24,KaKao,0.3333333333333333,1
2025-07-25,KaKao,0.3333333333333333,1
2025-07-28,KaKao,0.3333333333333333,1
2025-07-29,KaKao,0.3333333333333333,1
2025-07-30,KaKao,0.3333333333333333,1
2025-07-31,KaKao,0.3333333333333333,1
2025-08-01,KaKao,0.3333333333333333,1
2025-08-04,KaKao,0.3333333333333333,1
2025-08-05,KaKao,0.3333333333333333,1
2025-08-06,KaKao,0.3333333333333333,1
2025-08-07,KaKao,0.3333333333333333,1
2025-08-08,KaKao,0.3333333333333333,1
2025-08-11,KaKao,0.3333333333333333,1
2025-08-12,KaKao,0.3333333333333333,1
2025-08-13,KaKao,0.3333333333333333,1
2025-08-14,KaKao,0.3333333333333333,1
2025-08-18,KaKao,0.3333333333333333,1
2025-08-19,KaKao,0.3333333333333333,1
2025-08-20,KaKao,0.3333333333333333,1
2025-08-21,KaKao,0.3333333333333333,1
2025-06-04,KaKao,0.3235294117647059,1
2025-06-05,KaKao,0.3235294117647059,1
2025-06-09,KaKao,0.3235294117647059,1
2025-06-10,KaKao,0.3235294117647059,1
2025-06-11,KaKao,0.3235294117647059,1
2025-06-12,KaKao,0.3235294117647059,1
2025-06-13,KaKao,0.3235294117647059,1
2025-06-16,KaKao,0.3235294117647059,1
2025-06-17,KaKao,0.3235294117647059,1
2025-06-18,KaKao,0.3235294117647059,1
2025-06-19,KaKao,0.3235294117647059,1
2025-06-20,KaKao,0.3235294117647059,1
2025-06-23,KaKao,0.3235294117647059,1
2025-06-24,KaKao,0.3235294117647059,1
2025-06-25,KaKao,0.3235294117647059,1
2025-06-26,KaKao,0.3235294117647059,1
2025-06-27,KaKao,0.3235294117647059,1
2025-06-30,KaKao,0.3235294117647059,1
2025-07-01,KaKao,0.3235294117647059,1
2025-07-02,KaKao,0.3235294117647059,1
2025-07-03,KaKao,0.3235294117647059,1
2025-07-04,KaKao,0.3235294117647059,1
2025-07-07,KaKao,0.3235294117647059,1
2025-07-08,KaKao,0.3235294117647059,1
2025-07-09,KaKao,0.3235294117647059,1
2025-07-10,KaKao,0.3235294117647059,1
2025-07-11,KaKao,0.3235294117647059,1
2025-07-14,KaKao,0.3235294117647059,1
2025-07-15,KaKao,0.3235294117647059,1
2025-07-16,KaKao,0.3235294117647059,1
2025-07-17,KaKao,0.3235294117647059,1
2025-07-18,KaKao,0.3235294117647059,1
2025-07-21,KaKao,0.3235294117647059,1
2025-07-22,KaKao,0.3235294117647059,1
2025-07-23,KaKao,0.3235294117647059,1
2025-07-24,KaKao,0.3235294117647059,1
2025-07-25,KaKao,0.3235294117647059,1
2025-07-28,KaKao,0.3235294117647059,1
2025-07-29,KaKao,0.3235294117647059,1
2025-07-30,KaKao,0.3235294117647059,1
2025-07-31,KaKao,0.3235294117647059,1
2025-08-01,KaKao,0.3235294117647059,1
2025-08-04,KaKao,0.3235294117647059,1
2025-08-05,KaKao,0.3235294117647059,1
2025-08-06,KaKao,0.3235294117647059,1
2025-08-07,KaKao,0.3235294117647059,1
2025-08-08,KaKao,0.3235294117647059,1
2025-08-11,KaKao,0.3235294117647059,1
2025-08-12,KaKao,0.3235294117647059,1
2025-08-13,KaKao,0.3235294117647059,1
2025-08-14,KaKao,0.3235294117647059,1
2025-08-18,KaKao,0.3235294117647059,1
2025-08-19,KaKao,0.3235294117647059,1
2025-08-20,KaKao,0.3235294117647059,1
2025-08-21,KaKao,0.3235294117647059,1
2025-06-04,KaKao,0.3142857142857143,1
2025-06-05,KaKao,0.3142857142857143,1
2025-06-09,KaKao,0.3142857142857143,1
2025-06-10,KaKao,0.3142857142857143,1
2025-06-11,KaKao,0.3142857142857143,1
2025-06-12,KaKao,0.3142857142857143,1
2025-06-13,KaKao,0.3142857142857143,1
2025-06-16,KaKao,0.3142857142857143,1
2025-06-17,KaKao,0.3142857142857143,1
2025-06-18,KaKao,0.3142857142857143,1
2025-06-19,KaKao,0.3142857142857143,1
2025-06-20,KaKao,0.3142857142857143,1
2025-06-23,KaKao,0.3142857142857143,1
2025-06-24,KaKao,0.3142857142857143,1
2025-06-25,KaKao,0.3142857142857143,1
2025-06-26,KaKao,0.3142857142857143,1
2025-06-27,KaKao,0.3142857142857143,1
2025-06-30,KaKao,0.3142857142857143,1
2025-07-01,KaKao,0.3142857142857143,1
2025-07-02,KaKao,0.3142857142857143,1
2025-07-03,KaKao,0.3142857142857143,1
2025-07-04,KaKao,0.3142857142857143,1
2025-07-07,KaKao,0.3142857142857143,1
2025-07-08,KaKao,0.3142857142857143,1
2025-07-09,KaKao,0.3142857142857143,1
2025-07-10,KaKao,0.3142857142857143,1
2025-07-11,KaKao,0.3142857142857143,1
2025-07-14,KaKao,0.3142857142857143,1
2025-07-15,KaKao,0.3142857142857143,1
2025-07-16,KaKao,0.3142857142857143,1
2025-07-17,KaKao,0.3142857142857143,1
2025-07-18,KaKao,0.3142857142857143,1
2025-07-21,KaKao,0.3142857142857143,1
2025-07-22,KaKao,0.3142857142857143,1
2025-07-23,KaKao,0.3142857142857143,1
2025-07-24,KaKao,0.3142857142857143,1
2025-07-25,KaKao,0.3142857142857143,1
2025-07-28,KaKao,0.3142857142857143,1
2025-07-29,KaKao,0.3142857142857143,1
2025-07-30,KaKao,0.3142857142857143,1
2025-07-31,KaKao,0.3142857142857143,1
2025-08-01,KaKao,0.3142857142857143,1
2025-08-04,KaKao,0.3142857142857143,1
2025-08-05,KaKao,0.3142857142857143,1
2025-08-06,KaKao,0.3142857142857143,1
2025-08-07,KaKao,0.3142857142857143,1
2025-08-08,KaKao,0.3142857142857143,1
2025-08-11,KaKao,0.3142857142857143,1
2025-08-12,KaKao,0.3142857142857143,1
2025-08-13,KaKao,0.3142857142857143,1
2025-08-14,KaKao,0.3142857142857143,1
2025-08-18,KaKao,0.3142857142857143,1
2025-08-19,KaKao,0.3142857142857143,1
2025-08-20,KaKao,0.3142857142857143,1
2025-08-21,KaKao,0.3142857142857143,1
2025-06-04,KaKao,0.3055555555555556,1
2025-06-05,KaKao,0.3055555555555556,1
2025-06-09,KaKao,0.3055555555555556,1
2025-06-10,KaKao,0.3055555555555556,1
2025-06-11,KaKao,0.3055555555555556,1
2025-06-12,KaKao,0.3055555555555556,1
2025-06-13,KaKao,0.3055555555555556,1
2025-06-16,KaKao,0.3055555555555556,1
2025-06-17,KaKao,0.3055555555555556,1
2025-06-18,KaKao,0.3055555555555556,1
2025-06-19,KaKao,0.3055555555555556,1
2025-06-20,KaKao,0.3055555555555556,1
2025-06-23,KaKao,0.3055555555555556,1
2025-06-24,KaKao,0.3055555555555556,1
2025-06-25,KaKao,0.3055555555555556,1
2025-06-26,KaKao,0.3055555555555556,1
2025-06-27,KaKao,0.3055555555555556,1
2025-06-30,KaKao,0.3055555555555556,1
2025-07-01,KaKao,0.3055555555555556,1
2025-07-02,KaKao,0.3055555555555556,1
2025-07-03,KaKao,0.3055555555555556,1
2025-07-04,KaKao,0.3055555555555556,1
2025-07-07,KaKao,0.3055555555555556,1
2025-07-08,KaKao,0.3055555555555556,1
2025-07-09,KaKao,0.3055555555555556,1
2025-07-10,KaKao,0.3055555555555556,1
2025-07-11,KaKao,0.3055555555555556,1
2025-07-14,KaKao,0.3055555555555556,1
2025-07-15,KaKao,0.3055555555555556,1
2025-07-16,KaKao,0.3055555555555556,1
