Date,asset,sell_ratio_svm,outlier_flag_svm
2025-06-26,Hyundai,0.3333333333333333,1
2025-06-27,Hyundai,0.3333333333333333,1
2025-06-30,Hyundai,0.3333333333333333,1
2025-07-01,Hyundai,0.3333333333333333,1
2025-07-02,Hyundai,0.3333333333333333,1
2025-07-03,Hyundai,0.3333333333333333,1
2025-07-04,Hyundai,0.3333333333333333,1
2025-07-07,Hyundai,0.3333333333333333,1
2025-07-08,Hyundai,0.3333333333333333,1
2025-07-09,Hyundai,0.3333333333333333,1
2025-07-10,Hyundai,0.3333333333333333,1
2025-07-11,Hyundai,0.3333333333333333,1
2025-07-14,Hyundai,0.3333333333333333,1
2025-07-15,Hyundai,0.3333333333333333,1
2025-07-16,Hyundai,0.3333333333333333,1
2025-07-17,Hyundai,0.3333333333333333,1
2025-07-18,Hyundai,0.3333333333333333,1
2025-07-21,Hyundai,0.3333333333333333,1
2025-07-22,Hyundai,0.3333333333333333,1
2025-07-23,Hyundai,0.3333333333333333,1
2025-07-24,Hyundai,0.3333333333333333,1
2025-07-25,Hyundai,0.3333333333333333,1
2025-07-28,Hyundai,0.3333333333333333,1
2025-07-29,Hyundai,0.3333333333333333,1
2025-07-30,Hyundai,0.3333333333333333,1
2025-07-31,Hyundai,0.3333333333333333,1
2025-08-01,Hyundai,0.3333333333333333,1
2025-08-04,Hyundai,0.3333333333333333,1
2025-08-05,Hyundai,0.3333333333333333,1
2025-08-06,Hyundai,0.3333333333333333,1
2025-08-07,Hyundai,0.3333333333333333,1
2025-08-08,Hyundai,0.3333333333333333,1
2025-08-11,Hyundai,0.3333333333333333,1
2025-08-12,Hyundai,0.3333333333333333,1
2025-08-13,Hyundai,0.3333333333333333,1
2025-08-14,Hyundai,0.3333333333333333,1
2025-08-18,Hyundai,0.3333333333333333,1
2025-08-19,Hyundai,0.3333333333333333,1
2025-08-20,Hyundai,0.3333333333333333,1
2025-08-21,Hyundai,0.3333333333333333,1
2025-06-04,Hyundai,0.32727272727272727,1
2025-06-05,Hyundai,0.32727272727272727,1
2025-06-09,Hyundai,0.32727272727272727,1
2025-06-10,Hyundai,0.32727272727272727,1
2025-06-11,Hyundai,0.32727272727272727,1
2025-06-12,Hyundai,0.32727272727272727,1
2025-06-13,Hyundai,0.32727272727272727,1
2025-06-16,Hyundai,0.32727272727272727,1
2025-06-17,Hyundai,0.32727272727272727,1
2025-06-18,Hyundai,0.32727272727272727,1
2025-06-19,Hyundai,0.32727272727272727,1
2025-06-20,Hyundai,0.32727272727272727,1
2025-06-23,Hyundai,0.32727272727272727,1
2025-06-24,Hyundai,0.32727272727272727,1
2025-06-25,Hyundai,0.32727272727272727,1
2025-06-26,Hyundai,0.32727272727272727,1
2025-06-27,Hyundai,0.32727272727272727,1
2025-06-30,Hyundai,0.32727272727272727,1
2025-07-01,Hyundai,0.32727272727272727,1
2025-07-02,Hyundai,0.32727272727272727,1
2025-07-03,Hyundai,0.32727272727272727,1
2025-07-04,Hyundai,0.32727272727272727,1
2025-07-07,Hyundai,0.32727272727272727,1
2025-07-08,Hyundai,0.32727272727272727,1
2025-07-09,Hyundai,0.32727272727272727,1
2025-07-10,Hyundai,0.32727272727272727,1
2025-07-11,Hyundai,0.32727272727272727,1
2025-07-14,Hyundai,0.32727272727272727,1
2025-07-15,Hyundai,0.32727272727272727,1
2025-07-16,Hyundai,0.32727272727272727,1
2025-07-17,Hyundai,0.32727272727272727,1
2025-07-18,Hyundai,0.32727272727272727,1
2025-07-21,Hyundai,0.32727272727272727,1
2025-07-22,Hyundai,0.32727272727272727,1
2025-07-23,Hyundai,0.32727272727272727,1
2025-07-24,Hyundai,0.32727272727272727,1
2025-07-25,Hyundai,0.32727272727272727,1
2025-07-28,Hyundai,0.32727272727272727,1
2025-07-29,Hyundai,0.32727272727272727,1
2025-07-30,Hyundai,0.32727272727272727,1
2025-07-31,Hyundai,0.32727272727272727,1
2025-08-01,Hyundai,0.32727272727272727,1
2025-08-04,Hyundai,0.32727272727272727,1
2025-08-05,Hyundai,0.32727272727272727,1
2025-08-06,Hyundai,0.32727272727272727,1
2025-08-07,Hyundai,0.32727272727272727,1
2025-08-08,Hyundai,0.32727272727272727,1
2025-08-11,Hyundai,0.32727272727272727,1
2025-08-12,Hyundai,0.32727272727272727,1
2025-08-13,Hyundai,0.32727272727272727,1
2025-08-14,Hyundai,0.32727272727272727,1
2025-08-18,Hyundai,0.32727272727272727,1
2025-08-19,Hyundai,0.32727272727272727,1
2025-08-20,Hyundai,0.32727272727272727,1
2025-08-21,Hyundai,0.32727272727272727,1
2025-06-04,KaKao,1.0,1
2025-06-05,KaKao,1.0,1
2025-06-09,KaKao,1.0,1
2025-06-10,KaKao,1.0,1
2025-06-11,KaKao,1.0,1
2025-06-12,KaKao,1.0,1
2025-06-13,KaKao,1.0,1
2025-06-16,KaKao,1.0,1
2025-06-17,KaKao,1.0,1
2025-06-18,KaKao,1.0,1
2025-06-19,KaKao,1.0,1
2025-06-20,KaKao,1.0,1
2025-06-23,KaKao,1.0,1
2025-06-24,KaKao,1.0,1
2025-06-25,KaKao,1.0,1
2025-06-26,KaKao,1.0,1
2025-06-27,KaKao,1.0,1
2025-06-30,KaKao,1.0,1
2025-07-01,KaKao,1.0,1
2025-07-02,KaKao,1.0,1
2025-07-03,KaKao,1.0,1
2025-07-04,KaKao,1.0,1
2025-07-07,KaKao,1.0,1
2025-07-08,KaKao,1.0,1
2025-07-09,KaKao,1.0,1
2025-07-10,KaKao,1.0,1
2025-07-11,KaKao,1.0,1
2025-07-14,KaKao,1.0,1
2025-07-15,KaKao,1.0,1
2025-07-16,KaKao,1.0,1
2025-07-17,KaKao,1.0,1
2025-07-18,KaKao,1.0,1
2025-07-21,KaKao,1.0,1
2025-07-22,KaKao,1.0,1
2025-07-23,KaKao,1.0,1
2025-07-24,KaKao,1.0,1
2025-07-25,KaKao,1.0,1
2025-07-28,KaKao,1.0,1
2025-07-29,KaKao,1.0,1
2025-07-30,KaKao,1.0,1
2025-07-31,KaKao,1.0,1
2025-08-01,KaKao,1.0,1
2025-08-04,KaKao,1.0,1
2025-08-05,KaKao,1.0,1
2025-08-06,KaKao,1.0,1
2025-08-07,KaKao,1.0,1
2025-08-08,KaKao,1.0,1
2025-08-11,KaKao,1.0,1
2025-08-12,KaKao,1.0,1
2025-08-13,KaKao,1.0,1
2025-08-14,KaKao,1.0,1
2025-08-18,KaKao,1.0,1
2025-08-19,KaKao,1.0,1
2025-08-20,KaKao,1.0,1
2025-08-21,KaKao,1.0,1
2025-06-04,KaKao,1.0,1
2025-06-05,KaKao,1.0,1
2025-06-09,KaKao,1.0,1
2025-06-10,KaKao,1.0,1
2025-06-11,KaKao,1.0,1
2025-06-12,KaKao,1.0,1
2025-06-13,KaKao,1.0,1
2025-06-16,KaKao,1.0,1
2025-06-17,KaKao,1.0,1
2025-06-18,KaKao,1.0,1
2025-06-19,KaKao,1.0,1
2025-06-20,KaKao,1.0,1
2025-06-23,KaKao,1.0,1
2025-06-24,KaKao,1.0,1
2025-06-25,KaKao,1.0,1
2025-06-26,KaKao,1.0,1
2025-06-27,KaKao,1.0,1
2025-06-30,KaKao,1.0,1
2025-07-01,KaKao,1.0,1
2025-07-02,KaKao,1.0,1
2025-07-03,KaKao,1.0,1
2025-07-04,KaKao,1.0,1
2025-07-07,KaKao,1.0,1
2025-07-08,KaKao,1.0,1
2025-07-09,KaKao,1.0,1
2025-07-10,KaKao,1.0,1
2025-07-11,KaKao,1.0,1
2025-07-14,KaKao,1.0,1
2025-07-15,KaKao,1.0,1
2025-07-16,KaKao,1.0,1
2025-07-17,KaKao,1.0,1
2025-07-18,KaKao,1.0,1
2025-07-21,KaKao,1.0,1
2025-07-22,KaKao,1.0,1
2025-07-23,KaKao,1.0,1
2025-07-24,KaKao,1.0,1
2025-07-25,KaKao,1.0,1
2025-07-28,KaKao,1.0,1
2025-07-29,KaKao,1.0,1
2025-07-30,KaKao,1.0,1
2025-07-31,KaKao,1.0,1
2025-08-01,KaKao,1.0,1
2025-08-04,KaKao,1.0,1
2025-08-05,KaKao,1.0,1
2025-08-06,KaKao,1.0,1
2025-08-07,KaKao,1.0,1
2025-08-08,KaKao,1.0,1
2025-08-11,KaKao,1.0,1
2025-08-12,KaKao,1.0,1
2025-08-13,KaKao,1.0,1
2025-08-14,KaKao,1.0,1
2025-08-18,KaKao,1.0,1
2025-08-19,KaKao,1.0,1
2025-08-20,KaKao,1.0,1
2025-08-21,KaKao,1.0,1
2025-06-04,KaKao,1.0,1
2025-06-05,KaKao,1.0,1
2025-06-09,KaKao,1.0,1
2025-06-10,KaKao,1.0,1
2025-06-11,KaKao,1.0,1
2025-06-12,KaKao,1.0,1
2025-06-13,KaKao,1.0,1
2025-06-16,KaKao,1.0,1
2025-06-17,KaKao,1.0,1
2025-06-18,KaKao,1.0,1
2025-06-19,KaKao,1.0,1
2025-06-20,KaKao,1.0,1
2025-06-23,KaKao,1.0,1
2025-06-24,KaKao,1.0,1
2025-06-25,KaKao,1.0,1
2025-06-26,KaKao,1.0,1
2025-06-27,KaKao,1.0,1
2025-06-30,KaKao,1.0,1
2025-07-01,KaKao,1.0,1
2025-07-02,KaKao,1.0,1
2025-07-03,KaKao,1.0,1
2025-07-04,KaKao,1.0,1
2025-07-07,KaKao,1.0,1
2025-07-08,KaKao,1.0,1
2025-07-09,KaKao,1.0,1
2025-07-10,KaKao,1.0,1
2025-07-11,KaKao,1.0,1
2025-07-14,KaKao,1.0,1
2025-07-15,KaKao,1.0,1
2025-07-16,KaKao,1.0,1
2025-07-17,KaKao,1.0,1
2025-07-18,KaKao,1.0,1
2025-07-21,KaKao,1.0,1
2025-07-22,KaKao,1.0,1
2025-07-23,KaKao,1.0,1
2025-07-24,KaKao,1.0,1
2025-07-25,KaKao,1.0,1
2025-07-28,KaKao,1.0,1
2025-07-29,KaKao,1.0,1
2025-07-30,KaKao,1.0,1
2025-07-31,KaKao,1.0,1
2025-08-01,KaKao,1.0,1
2025-08-04,KaKao,1.0,1
2025-08-05,KaKao,1.0,1
2025-08-06,KaKao,1.0,1
2025-08-07,KaKao,1.0,1
2025-08-08,KaKao,1.0,1
2025-08-11,KaKao,1.0,1
2025-08-12,KaKao,1.0,1
2025-08-13,KaKao,1.0,1
2025-08-14,KaKao,1.0,1
2025-08-18,KaKao,1.0,1
2025-08-19,KaKao,1.0,1
2025-08-20,KaKao,1.0,1
2025-08-21,KaKao,1.0,1
2025-06-04,KaKao,1.0,1
2025-06-05,KaKao,1.0,1
2025-06-09,KaKao,1.0,1
2025-06-10,KaKao,1.0,1
2025-06-11,KaKao,1.0,1
2025-06-12,KaKao,1.0,1
2025-06-13,KaKao,1.0,1
2025-06-16,KaKao,1.0,1
2025-06-17,KaKao,1.0,1
2025-06-18,KaKao,1.0,1
2025-06-19,KaKao,1.0,1
2025-06-20,KaKao,1.0,1
2025-06-23,KaKao,1.0,1
2025-06-24,KaKao,1.0,1
2025-06-25,KaKao,1.0,1
2025-06-26,KaKao,1.0,1
2025-06-27,KaKao,1.0,1
2025-06-30,KaKao,1.0,1
2025-07-01,KaKao,1.0,1
2025-07-02,KaKao,1.0,1
2025-07-03,KaKao,1.0,1
2025-07-04,KaKao,1.0,1
2025-07-07,KaKao,1.0,1
2025-07-08,KaKao,1.0,1
2025-07-09,KaKao,1.0,1
2025-07-10,KaKao,1.0,1
2025-07-11,KaKao,1.0,1
2025-07-14,KaKao,1.0,1
2025-07-15,KaKao,1.0,1
2025-07-16,KaKao,1.0,1
2025-07-17,KaKao,1.0,1
2025-07-18,KaKao,1.0,1
2025-07-21,KaKao,1.0,1
2025-07-22,KaKao,1.0,1
2025-07-23,KaKao,1.0,1
2025-07-24,KaKao,1.0,1
2025-07-25,KaKao,1.0,1
2025-07-28,KaKao,1.0,1
2025-07-29,KaKao,1.0,1
2025-07-30,KaKao,1.0,1
2025-07-31,KaKao,1.0,1
2025-08-01,KaKao,1.0,1
2025-08-04,KaKao,1.0,1
2025-08-05,KaKao,1.0,1
2025-08-06,KaKao,1.0,1
2025-08-07,KaKao,1.0,1
2025-08-08,KaKao,1.0,1
2025-08-11,KaKao,1.0,1
2025-08-12,KaKao,1.0,1
2025-08-13,KaKao,1.0,1
2025-08-14,KaKao,1.0,1
2025-08-18,KaKao,1.0,1
2025-08-19,KaKao,1.0,1
2025-08-20,KaKao,1.0,1
2025-08-21,KaKao,1.0,1
2025-06-04,KaKao,1.0,1
2025-06-05,KaKao,1.0,1
2025-06-09,KaKao,1.0,1
2025-06-10,KaKao,1.0,1
2025-06-11,KaKao,1.0,1
2025-06-12,KaKao,1.0,1
2025-06-13,KaKao,1.0,1
2025-06-16,KaKao,1.0,1
2025-06-17,KaKao,1.0,1
2025-06-18,KaKao,1.0,1
2025-06-19,KaKao,1.0,1
2025-06-20,KaKao,1.0,1
2025-06-23,KaKao,1.0,1
2025-06-24,KaKao,1.0,1
2025-06-25,KaKao,1.0,1
2025-06-26,KaKao,1.0,1
2025-06-27,KaKao,1.0,1
2025-06-30,KaKao,1.0,1
2025-07-01,KaKao,1.0,1
2025-07-02,KaKao,1.0,1
2025-07-03,KaKao,1.0,1
2025-07-04,KaKao,1.0,1
2025-07-07,KaKao,1.0,1
2025-07-08,KaKao,1.0,1
2025-07-09,KaKao,1.0,1
2025-07-10,KaKao,1.0,1
2025-07-11,KaKao,1.0,1
2025-07-14,KaKao,1.0,1
2025-07-15,KaKao,1.0,1
2025-07-16,KaKao,1.0,1
2025-07-17,KaKao,1.0,1
2025-07-18,KaKao,1.0,1
2025-07-21,KaKao,1.0,1
2025-07-22,KaKao,1.0,1
2025-07-23,KaKao,1.0,1
2025-07-24,KaKao,1.0,1
2025-07-25,KaKao,1.0,1
2025-07-28,KaKao,1.0,1
2025-07-29,KaKao,1.0,1
2025-07-30,KaKao,1.0,1
2025-07-31,KaKao,1.0,1
2025-08-01,KaKao,1.0,1
2025-08-04,KaKao,1.0,1
2025-08-05,KaKao,1.0,1
2025-08-06,KaKao,1.0,1
2025-08-07,KaKao,1.0,1
2025-08-08,KaKao,1.0,1
2025-08-11,KaKao,1.0,1
2025-08-12,KaKao,1.0,1
2025-08-13,KaKao,1.0,1
2025-08-14,KaKao,1.0,1
2025-08-18,KaKao,1.0,1
2025-08-19,KaKao,1.0,1
2025-08-20,KaKao,1.0,1
2025-08-21,KaKao,1.0,1
2025-06-04,KaKao,1.0,1
2025-06-05,KaKao,1.0,1
2025-06-09,KaKao,1.0,1
2025-06-10,KaKao,1.0,1
2025-06-11,KaKao,1.0,1
2025-06-12,KaKao,1.0,1
2025-06-13,KaKao,1.0,1
2025-06-16,KaKao,1.0,1
2025-06-17,KaKao,1.0,1
2025-06-18,KaKao,1.0,1
2025-06-19,KaKao,1.0,1
2025-06-20,KaKao,1.0,1
2025-06-23,KaKao,1.0,1
2025-06-24,KaKao,1.0,1
2025-06-25,KaKao,1.0,1
2025-06-26,KaKao,1.0,1
2025-06-27,KaKao,1.0,1
2025-06-30,KaKao,1.0,1
2025-07-01,KaKao,1.0,1
2025-07-02,KaKao,1.0,1
2025-07-03,KaKao,1.0,1
2025-07-04,KaKao,1.0,1
2025-07-07,KaKao,1.0,1
2025-07-08,KaKao,1.0,1
2025-07-09,KaKao,1.0,1
2025-07-10,KaKao,1.0,1
2025-07-11,KaKao,1.0,1
2025-07-14,KaKao,1.0,1
2025-07-15,KaKao,1.0,1
2025-07-16,KaKao,1.0,1
2025-07-17,KaKao,1.0,1
2025-07-18,KaKao,1.0,1
2025-07-21,KaKao,1.0,1
2025-07-22,KaKao,1.0,1
2025-07-23,KaKao,1.0,1
2025-07-24,KaKao,1.0,1
2025-07-25,KaKao,1.0,1
2025-07-28,KaKao,1.0,1
2025-07-29,KaKao,1.0,1
2025-07-30,KaKao,1.0,1
2025-07-31,KaKao,1.0,1
2025-08-01,KaKao,1.0,1
2025-08-04,KaKao,1.0,1
2025-08-05,KaKao,1.0,1
2025-08-06,KaKao,1.0,1
2025-08-07,KaKao,1.0,1
2025-08-08,KaKao,1.0,1
2025-08-11,KaKao,1.0,1
2025-08-12,KaKao,1.0,1
2025-08-13,KaKao,1.0,1
2025-08-14,KaKao,1.0,1
2025-08-18,KaKao,1.0,1
2025-08-19,KaKao,1.0,1
2025-08-20,KaKao,1.0,1
2025-08-21,KaKao,1.0,1
2025-06-04,KaKao,1.0,1
2025-06-05,KaKao,1.0,1
2025-06-09,KaKao,1.0,1
2025-06-10,KaKao,1.0,1
2025-06-11,KaKao,1.0,1
2025-06-12,KaKao,1.0,1
2025-06-13,KaKao,1.0,1
2025-06-16,KaKao,1.0,1
2025-06-17,KaKao,1.0,1
2025-06-18,KaKao,1.0,1
2025-06-19,KaKao,1.0,1
2025-06-20,KaKao,1.0,1
2025-06-23,KaKao,1.0,1
2025-06-24,KaKao,1.0,1
2025-06-25,KaKao,1.0,1
2025-06-26,KaKao,1.0,1
2025-06-27,KaKao,1.0,1
2025-06-30,KaKao,1.0,1
2025-07-01,KaKao,1.0,1
2025-07-02,KaKao,1.0,1
2025-07-03,KaKao,1.0,1
2025-07-04,KaKao,1.0,1
2025-07-07,KaKao,1.0,1
2025-07-08,KaKao,1.0,1
2025-07-09,KaKao,1.0,1
2025-07-10,KaKao,1.0,1
2025-07-11,KaKao,1.0,1
2025-07-14,KaKao,1.0,1
2025-07-15,KaKao,1.0,1
2025-07-16,KaKao,1.0,1
2025-07-17,KaKao,1.0,1
2025-07-18,KaKao,1.0,1
2025-07-21,KaKao,1.0,1
2025-07-22,KaKao,1.0,1
2025-07-23,KaKao,1.0,1
2025-07-24,KaKao,1.0,1
2025-07-25,KaKao,1.0,1
2025-07-28,KaKao,1.0,1
2025-07-29,KaKao,1.0,1
2025-07-30,KaKao,1.0,1
2025-07-31,KaKao,1.0,1
2025-08-01,KaKao,1.0,1
2025-08-04,KaKao,1.0,1
2025-08-05,KaKao,1.0,1
2025-08-06,KaKao,1.0,1
2025-08-07,KaKao,1.0,1
2025-08-08,KaKao,1.0,1
2025-08-11,KaKao,1.0,1
2025-08-12,KaKao,1.0,1
2025-08-13,KaKao,1.0,1
2025-08-14,KaKao,1.0,1
2025-08-18,KaKao,1.0,1
2025-08-19,KaKao,1.0,1
2025-08-20,KaKao,1.0,1
2025-08-21,KaKao,1.0,1
2025-06-04,KaKao,1.0,1
2025-06-05,KaKao,1.0,1
2025-06-09,KaKao,1.0,1
2025-06-10,KaKao,1.0,1
2025-06-11,KaKao,1.0,1
2025-06-12,KaKao,1.0,1
2025-06-13,KaKao,1.0,1
2025-06-16,KaKao,1.0,1
2025-06-17,KaKao,1.0,1
2025-06-18,KaKao,1.0,1
2025-06-19,KaKao,1.0,1
2025-06-20,KaKao,1.0,1
2025-06-23,KaKao,1.0,1
2025-06-24,KaKao,1.0,1
2025-06-25,KaKao,1.0,1
2025-06-26,KaKao,1.0,1
2025-06-27,KaKao,1.0,1
2025-06-30,KaKao,1.0,1
2025-07-01,KaKao,1.0,1
2025-07-02,KaKao,1.0,1
2025-07-03,KaKao,1.0,1
2025-07-04,KaKao,1.0,1
2025-07-07,KaKao,1.0,1
2025-07-08,KaKao,1.0,1
2025-07-09,KaKao,1.0,1
2025-07-10,KaKao,1.0,1
2025-07-11,KaKao,1.0,1
2025-07-14,KaKao,1.0,1
2025-07-15,KaKao,1.0,1
2025-07-16,KaKao,1.0,1
2025-07-17,KaKao,1.0,1
2025-07-18,KaKao,1.0,1
2025-07-21,KaKao,1.0,1
2025-07-22,KaKao,1.0,1
2025-07-23,KaKao,1.0,1
2025-07-24,KaKao,1.0,1
2025-07-25,KaKao,1.0,1
2025-07-28,KaKao,1.0,1
2025-07-29,KaKao,1.0,1
2025-07-30,KaKao,1.0,1
2025-07-31,KaKao,1.0,1
2025-08-01,KaKao,1.0,1
2025-08-04,KaKao,1.0,1
2025-08-05,KaKao,1.0,1
2025-08-06,KaKao,1.0,1
2025-08-07,KaKao,1.0,1
2025-08-08,KaKao,1.0,1
2025-08-11,KaKao,1.0,1
2025-08-12,KaKao,1.0,1
2025-08-13,KaKao,1.0,1
2025-08-14,KaKao,1.0,1
2025-08-18,KaKao,1.0,1
2025-08-19,KaKao,1.0,1
2025-08-20,KaKao,1.0,1
2025-08-21,KaKao,1.0,1
2025-06-04,KaKao,1.0,1
2025-06-05,KaKao,1.0,1
2025-06-09,KaKao,1.0,1
2025-06-10,KaKao,1.0,1
2025-06-11,KaKao,1.0,1
2025-06-12,KaKao,1.0,1
2025-06-13,KaKao,1.0,1
2025-06-16,KaKao,1.0,1
2025-06-17,KaKao,1.0,1
2025-06-18,KaKao,1.0,1
2025-06-19,KaKao,1.0,1
2025-06-20,KaKao,1.0,1
2025-06-23,KaKao,1.0,1
2025-06-24,KaKao,1.0,1
2025-06-25,KaKao,1.0,1
2025-06-26,KaKao,1.0,1
2025-06-27,KaKao,1.0,1
2025-06-30,KaKao,1.0,1
2025-07-01,KaKao,1.0,1
2025-07-02,KaKao,1.0,1
2025-07-03,KaKao,1.0,1
2025-07-04,KaKao,1.0,1
2025-07-07,KaKao,1.0,1
2025-07-08,KaKao,1.0,1
2025-07-09,KaKao,1.0,1
2025-07-10,KaKao,1.0,1
2025-07-11,KaKao,1.0,1
2025-07-14,KaKao,1.0,1
2025-07-15,KaKao,1.0,1
2025-07-16,KaKao,1.0,1
2025-07-17,KaKao,1.0,1
2025-07-18,KaKao,1.0,1
2025-07-21,KaKao,1.0,1
2025-07-22,KaKao,1.0,1
2025-07-23,KaKao,1.0,1
2025-07-24,KaKao,1.0,1
2025-07-25,KaKao,1.0,1
2025-07-28,KaKao,1.0,1
2025-07-29,KaKao,1.0,1
2025-07-30,KaKao,1.0,1
2025-07-31,KaKao,1.0,1
2025-08-01,KaKao,1.0,1
2025-08-04,KaKao,1.0,1
2025-08-05,KaKao,1.0,1
2025-08-06,KaKao,1.0,1
2025-08-07,KaKao,1.0,1
2025-08-08,KaKao,1.0,1
2025-08-11,KaKao,1.0,1
2025-08-12,KaKao,1.0,1
2025-08-13,KaKao,1.0,1
2025-08-14,KaKao,1.0,1
2025-08-18,KaKao,1.0,1
2025-08-19,KaKao,1.0,1
2025-08-20,KaKao,1.0,1
2025-08-21,KaKao,1.0,1
2025-06-04,KaKao,1.0,1
2025-06-05,KaKao,1.0,1
2025-06-09,KaKao,1.0,1
2025-06-10,KaKao,1.0,1
2025-06-11,KaKao,1.0,1
2025-06-12,KaKao,1.0,1
2025-06-13,KaKao,1.0,1
2025-06-16,KaKao,1.0,1
2025-06-17,KaKao,1.0,1
2025-06-18,KaKao,1.0,1
2025-06-19,KaKao,1.0,1
2025-06-20,KaKao,1.0,1
2025-06-23,KaKao,1.0,1
2025-06-24,KaKao,1.0,1
2025-06-25,KaKao,1.0,1
2025-06-26,KaKao,1.0,1
2025-06-27,KaKao,1.0,1
2025-06-30,KaKao,1.0,1
2025-07-01,KaKao,1.0,1
2025-07-02,KaKao,1.0,1
2025-07-03,KaKao,1.0,1
2025-07-04,KaKao,1.0,1
2025-07-07,KaKao,1.0,1
2025-07-08,KaKao,1.0,1
2025-07-09,KaKao,1.0,1
2025-07-10,KaKao,1.0,1
2025-07-11,KaKao,1.0,1
2025-07-14,KaKao,1.0,1
2025-07-15,KaKao,1.0,1
2025-07-16,KaKao,1.0,1
2025-07-17,KaKao,1.0,1
2025-07-18,KaKao,1.0,1
2025-07-21,KaKao,1.0,1
2025-07-22,KaKao,1.0,1
2025-07-23,KaKao,1.0,1
2025-07-24,KaKao,1.0,1
2025-07-25,KaKao,1.0,1
2025-07-28,KaKao,1.0,1
2025-07-29,KaKao,1.0,1
2025-07-30,KaKao,1.0,1
2025-07-31,KaKao,1.0,1
2025-08-01,KaKao,1.0,1
2025-08-04,KaKao,1.0,1
2025-08-05,KaKao,1.0,1
2025-08-06,KaKao,1.0,1
2025-08-07,KaKao,1.0,1
2025-08-08,KaKao,1.0,1
2025-08-11,KaKao,1.0,1
2025-08-12,KaKao,1.0,1
2025-08-13,KaKao,1.0,1
2025-08-14,KaKao,1.0,1
2025-08-18,KaKao,1.0,1
2025-08-19,KaKao,1.0,1
2025-08-20,KaKao,1.0,1
2025-08-21,KaKao,1.0,1
2025-06-04,KaKao,1.0,1
2025-06-05,KaKao,1.0,1
2025-06-09,KaKao,1.0,1
2025-06-10,KaKao,1.0,1
2025-06-11,KaKao,1.0,1
2025-06-12,KaKao,1.0,1
2025-06-13,KaKao,1.0,1
2025-06-16,KaKao,1.0,1
2025-06-17,KaKao,1.0,1
2025-06-18,KaKao,1.0,1
2025-06-19,KaKao,1.0,1
2025-06-20,KaKao,1.0,1
2025-06-23,KaKao,1.0,1
2025-06-24,KaKao,1.0,1
2025-06-25,KaKao,1.0,1
2025-06-26,KaKao,1.0,1
2025-06-27,KaKao,1.0,1
2025-06-30,KaKao,1.0,1
2025-07-01,KaKao,1.0,1
2025-07-02,KaKao,1.0,1
2025-07-03,KaKao,1.0,1
2025-07-04,KaKao,1.0,1
2025-07-07,KaKao,1.0,1
2025-07-08,KaKao,1.0,1
2025-07-09,KaKao,1.0,1
2025-07-10,KaKao,1.0,1
2025-07-11,KaKao,1.0,1
2025-07-14,KaKao,1.0,1
2025-07-15,KaKao,1.0,1
2025-07-16,KaKao,1.0,1
2025-07-17,KaKao,1.0,1
2025-07-18,KaKao,1.0,1
2025-07-21,KaKao,1.0,1
2025-07-22,KaKao,1.0,1
2025-07-23,KaKao,1.0,1
2025-07-24,KaKao,1.0,1
2025-07-25,KaKao,1.0,1
2025-07-28,KaKao,1.0,1
2025-07-29,KaKao,1.0,1
2025-07-30,KaKao,1.0,1
2025-07-31,KaKao,1.0,1
2025-08-01,KaKao,1.0,1
2025-08-04,KaKao,1.0,1
2025-08-05,KaKao,1.0,1
2025-08-06,KaKao,1.0,1
2025-08-07,KaKao,1.0,1
2025-08-08,KaKao,1.0,1
2025-08-11,KaKao,1.0,1
2025-08-12,KaKao,1.0,1
2025-08-13,KaKao,1.0,1
2025-08-14,KaKao,1.0,1
2025-08-18,KaKao,1.0,1
2025-08-19,KaKao,1.0,1
2025-08-20,KaKao,1.0,1
2025-08-21,KaKao,1.0,1
2025-06-04,KaKao,1.0,1
2025-06-05,KaKao,1.0,1
2025-06-09,KaKao,1.0,1
2025-06-10,KaKao,1.0,1
2025-06-11,KaKao,1.0,1
2025-06-12,KaKao,1.0,1
2025-06-13,KaKao,1.0,1
2025-06-16,KaKao,1.0,1
2025-06-17,KaKao,1.0,1
2025-06-18,KaKao,1.0,1
2025-06-19,KaKao,1.0,1
2025-06-20,KaKao,1.0,1
2025-06-23,KaKao,1.0,1
2025-06-24,KaKao,1.0,1
2025-06-25,KaKao,1.0,1
2025-06-26,KaKao,1.0,1
2025-06-27,KaKao,1.0,1
2025-06-30,KaKao,1.0,1
2025-07-01,KaKao,1.0,1
2025-07-02,KaKao,1.0,1
2025-07-03,KaKao,1.0,1
2025-07-04,KaKao,1.0,1
2025-07-07,KaKao,1.0,1
2025-07-08,KaKao,1.0,1
2025-07-09,KaKao,1.0,1
2025-07-10,KaKao,1.0,1
2025-07-11,KaKao,1.0,1
2025-07-14,KaKao,1.0,1
2025-07-15,KaKao,1.0,1
2025-07-16,KaKao,1.0,1
2025-07-17,KaKao,1.0,1
2025-07-18,KaKao,1.0,1
2025-07-21,KaKao,1.0,1
2025-07-22,KaKao,1.0,1
2025-07-23,KaKao,1.0,1
2025-07-24,KaKao,1.0,1
2025-07-25,KaKao,1.0,1
2025-07-28,KaKao,1.0,1
2025-07-29,KaKao,1.0,1
2025-07-30,KaKao,1.0,1
2025-07-31,KaKao,1.0,1
2025-08-01,KaKao,1.0,1
2025-08-04,KaKao,1.0,1
2025-08-05,KaKao,1.0,1
